Date,Adj Close,Prediction
2016-01-04,36.89894104003906,37.8475227355957
2016-01-05,37.029476165771484,37.95195388793945
2016-01-06,36.82931900024414,38.09120559692383
2016-01-07,36.22014236450195,38.239131927490234
2016-01-08,36.12440490722656,38.021575927734375
2016-01-11,36.185333251953125,38.21302795410156
2016-01-12,36.655269622802734,38.43059539794922
2016-01-13,36.4202995300293,37.54293441772461
2016-01-14,36.446414947509766,37.53422927856445
2016-01-15,36.11570358276367,38.021575927734375
2016-01-19,36.4812126159668,38.09120559692383
2016-01-20,36.01128005981445,38.25653076171875
2016-01-21,36.01998519897461,38.387088775634766
2016-01-22,36.60305404663086,38.30006408691406
2016-01-25,36.6900749206543,38.56983184814453
2016-01-26,36.62045669555664,38.99626159667969
2016-01-27,36.62916564941406,39.36177062988281
2016-01-28,37.0468864440918,39.64242172241211
2016-01-29,37.35147476196289,39.72136306762695
2016-02-01,37.421104431152344,39.677513122558594
2016-02-02,36.933746337890625,39.51087188720703
2016-02-03,37.177425384521484,40.1423454284668
2016-02-04,37.012081146240234,39.99323654174805
2016-02-05,36.933746337890625,40.05463409423828
2016-02-08,37.11650848388672,39.905540466308594
2016-02-09,37.68217086791992,39.87045669555664
2016-02-10,37.029476165771484,39.9757080078125
2016-02-11,36.907649993896484,40.16864776611328
2016-02-12,37.51683044433594,40.76504898071289
2016-02-16,37.7343864440918,40.85274887084961
2016-02-17,37.8475227355957,40.68611145019531
2016-02-18,37.95195388793945,41.072017669677734
2016-02-19,38.09120559692383,41.124629974365234
2016-02-22,38.239131927490234,40.808895111083984
2016-02-23,38.021575927734375,40.966758728027344
2016-02-24,38.21302795410156,40.6598014831543
2016-02-25,38.43059539794922,41.10708999633789
2016-02-26,37.54293441772461,40.72996139526367
2016-02-29,37.53422927856445,40.91413879394531
2016-03-01,38.021575927734375,40.379146575927734
2016-03-02,38.09120559692383,40.19496154785156
2016-03-03,38.25653076171875,40.4317741394043
2016-03-04,38.387088775634766,40.53701400756836
2016-03-07,38.30006408691406,40.87028503417969
2016-03-08,38.56983184814453,38.91447830200195
2016-03-09,38.99626159667969,38.29177474975586
2016-03-10,39.36177062988281,39.06357955932617
2016-03-11,39.64242172241211,39.21267318725586
2016-03-14,39.72136306762695,39.05480194091797
2016-03-15,39.677513122558594,39.18636703491211
2016-03-16,39.51087188720703,39.14251708984375
2016-03-17,40.1423454284668,39.29160690307617
2016-03-18,39.99323654174805,39.44947052001953
2016-03-21,40.05463409423828,39.326690673828125
2016-03-22,39.905540466308594,39.44947052001953
2016-03-23,39.87045669555664,39.51964569091797
2016-03-24,39.9757080078125,39.747676849365234
2016-03-28,40.16864776611328,39.677513122558594
2016-03-29,40.76504898071289,40.12479782104492
2016-03-30,40.85274887084961,39.87045669555664
2016-03-31,40.68611145019531,40.19496154785156
